cost,total_square,live_square,rooms_num,floor,rep_type,total_floors,metro,m_distance,adr,date_time,builder,desc,house_type,page_num,dist_cent,build_age,district,lat,lon
950 000,18.2 м²,,1,3 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Гугкаева",2 августа 10:40 2020,,"БЫВШЕЕ ОБЩЕЖИТИЕ., все удобства, новый ремонт, вся обстановка остаётся в квартире, все коммуникации новые(замена труб и т.д)",кирпичный,8,,,р-н Северо-Западный,43.051476,44.647362
2 700 000,50 м²,,2,7 из 12,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Гугкаева, 8",6 августа 11:33 2020,,"Продается 2-х комн. квартира общей площадью 50,2кв.м, на 7 этаже 12 этажного кирпичного дома (район Коней) по адресу пр.Коста/Гугкаева. Рядом набережная, несколько школ, дет. сад. В квартире есть ремонт, остается вся мебель! Цена 2 700 000.",кирпичный,8,,,р-н Северо-Западный,43.051903,44.652687
1 950 000,45.6 м²,,1,4 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, Кырджалийская ул.",31 июля 11:51 2020,,"Продаю квартиру пл,37,6 кв.м.+ закрытая лоджия  из комнаты 8 кв.м.+балкон из кухни 2,5 кв.м.,новый ремонт в ванной комнате,мебель,техника.Тихий спокойный двор,всегда есть место для автомобиля.В шаговой доступности садики№№83,89,108,школа №43,рынок ""Первомайский"",магазины ""Евростиль"",""Магнит"".",кирпичный,8,,,р-н Затеречный,43.020893,44.652118
1 800 000,46 м²,,1,1 из 5,чистовая,,,,"мкр. Новый город, д. 20",5 августа 11:52 2020,ООО «ДорЖилСтрой»,"Продам однокомнатную квартиру по улице Билара Кабалоева на 1 этаже 5 этажного кирпичного дома 46,6 м2 . Все вопросы по телефону .Собственник . Торг",кирпичный,8,,,р-н Северо-Западный,43.05993,44.6341
2 350 000,48 м²,,2,2 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, Весенняя ул.",2 августа 09:04 2020,,"Дом находится в районе магазина            «Закарпатье» , рядом детский сад, школа 22 и 41, все в шаговой доступности, удобная транспортная развязка. В квартире сделан капитальный ремонт, ламинат, кафель, пластиковые окна, кухня увеличена за счёт пристройки.",кирпичный,8,,,р-н Северо-Западный,43.043479999999995,44.627899
1 700 000,110 м²,,1,5 из 6,черновая,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Генерала Дзусова",4 августа 11:53 2020,,"СРОЧНАЯ ПРОДАЖА !!  Квартира в НОВОСТРОЙКЕ , дом СДАН  БЕЗ ЛИФТА !! 2х уровневая квартира с выполненными отделочными работами : штукатурка стен , электро проводка , стяжка пола , подведены все коммуникации , пластиковые окна  Благоустроенный двор , детская площадка",кирпичный,8,,,р-н Северо-Западный,43.051363,44.628645
1 500 000,38 м²,19 м²,1,4 из 4,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Маркова, 4",4 августа 12:01 2020,,"Центр города, в шаговой доступности центральный рынок, детский сад во дворе дома. Дом ""сталинка"", кирпичный. Отопление работает замечательно, зимой тепло. Есть кондиционер. Свежий ремонт в ванной, свежая сантехника, трубы. В остальной части косметика, при желании можно переделать. На крыше (чердак) свежий настил. Не течет. Так же останется стиральная машина и кухня. Есть небольшой балкон, не утеплённый, выход из комнаты. Рассмотрю варианты обмена на 2х или 3х комнатную.",кирпичный,8,,,р-н Промышленный,43.035181528402006,44.691007601283
5 300 000,215 м²,,3,5 из 6,чистовая,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Генерала Дзусова, 6",5 августа 13:39 2020,,"ул. Дзусова 6  НОВОСТРОЙКА  Дом СДАН , засплён В ЖИВУЮ КВАРТИРА ГОРАЗДО ИНТЕРЕСНЕЙ )) 3х ком 105кв м + мансарда 5/6 к.дома  По факту там 5 ком  Выполнены работы :  Штукатурка стен  Медная электро проводка Качественные пластиковые окна  Выведена монолитная лестница на 2 уровень  Гардеробная 2 санузла  А так же есть ещё чердак  ПОКАЗ КВАРТИРЫ ОТГАНИЗУЕМ В ЛЮБОЕ ВРЕМЯ )) Так же есть подземная парковка , которую можно закрыть как отдельный гараж , рольставнями  Парковка стоит 400 тыс рублей , отдельно   Цена квартиры : 5 300 000 рублей  С небольшим торгом 😊",кирпичный,8,,,р-н Северо-Западный,43.054413000000004,44.631977
1 950 000,51 м²,,2,7 из 9,,,,,"Республика Северная Осетия — Алания, Владикавказ, Владикавказская ул., 12",1 августа 12:20 2020,,"Продаём двухкомнатную квартиру в районе р Алан. Отличное расположение дома, тихий двор без шума от дороги, шикарный вид на горы.Квартира улучшенной планировки с изолированными комнатами, застекленная лоджия, раздельный санузел в кафеле, трубы менялись. Окна пластиковые.Ремонт косметический мебель частично остаётся.",панельный,8,,,р-н Северо-Западный,43.046312160896996,44.636575311796996
1 700 000,45 м²,45 м²,2,1 из 2,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Льва Толстого, 36",4 августа 13:07 2020,,продам 2-е комнаты без ремонта. высокие потолки. звонить по номеру возможен торг.,кирпичный,8,,,р-н Промышленный,43.037457,44.680576
16 500 000,165 м²,94 м²,4,9 из 11,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Триандофилова",5 августа 19:15 2020,,"Продаю видовую квартиру в новом, элитном доме.Капитальный ремонт:обои(Италия)подоконники искусственный мрамор,плитка(Италия),паркет:американский дуб,плинтуса(дуб),кондиционеры(Япония),индивидуальное отопление,радиаторы(Италия),кухонная мебель(Италия),встроенная техника SMEG(элитная итальянская техника).",кирпичный,8,,,р-н Затеречный,43.026641999999995,44.671181
3 250 000,85 м²,,2,1 из 5,черновая,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Генерала Дзусова",6 августа 09:20 2020,,"Продаётся 2 комнатная квартира, на 1/5 к.д., по ул. Дзусова 6, (Новый Город), общей площадью 85 кв.м.  В квартире штукатурка, электрическая проводка, уже сделана стяжка, на окнах стоят решётки.  СРОЧНО!!! Ответственная Инга  Арт 41607266",кирпичный,8,,,р-н Северо-Западный,43.051363,44.628645
5 200 000,104 м²,80 м²,3,2 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Гадиева, 58к7",4 августа 18:27 2020,,"СРОЧНО Собственник Уютная квартира, все в шаговой доступности. за домом детский сад,также рядом еще 2 садика,школы 44,43,14. Уютный двор,окна выходят на обе стороны.Большой зал с рабочим камином.Большая ванная комната раздельно с туалетом.Есть лоджия и кладовая.Подвальное помещение в подарок.Расмотрю варианты обмена на дом.",кирпичный,8,,,р-н Затеречный,43.014156,44.661297999999995
1 650 000,53 м²,28 м²,2,1 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Кутузова, 81к3",31 июля 20:13 2020,,"Продаётся 2-х комнатная квартира. Первый этаж-высокий цоколь. Сделан косметический ремонт. По всем вопросам, пожалуйста, звоните на номер телефона или пишите в Вотсапп.",кирпичный,8,,,р-н Иристонский,43.011249,44.694697999999995
2 400 000,56 м²,,2,5 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Тельмана, 64",5 августа 14:14 2020,,"Срочно продаётся 2-х комнатная квартира в кирпичном новом 5 этажном доме на 5 этаже,балкон соединён с кухней,закрытый ухоженный двор, место для а/м,индивидуальное отопление,ремонт,без мебели, хозяин.",кирпичный,8,,,р-н Промышленный,43.065525,44.674488000000004
3 500 000,77 м²,,2,1 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Гугкаева",5 августа 22:20 2020,,Продаю 2ком.квартиру с пристройкой в районе Проспект коста/Гугкаева 10. Общая площадь 77кв.м. Личный подвал под пристройкой. Идеально подходит под любую коммерцию. Торг уместен.,блочный,8,,,р-н Северо-Западный,43.051476,44.647362
1 200 000,35 м²,,1,5 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, Карцинское ш., 2к2",5 августа 12:38 2020,,"я единственный собственник. по документам двухкомнатная. пластиковые окна. нужно сделать ремонт в ванной.бывшее общежитие врз. до рынка, вокзала и дружбы 15 минут пешком. рассматриваю все виды продажи.",кирпичный,8,,,р-н Иристонский,43.039233,44.69627
3 700 000,60.9 м²,50 м²,3,1 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, пр-т Доватора, 250/2",5 августа 14:11 2020,,Продается трех-комнатная квартира от собственникаПолностью сделанный ремонт Готова к проживанию Имеется подвал,кирпичный,8,,,р-н Северо-Западный,43.044412,44.642982
3 100 000,73 м²,58 м²,3,4 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, Московская ул., 36К1",5 августа 06:09 2020,,👉все 3️⃣комнаты раздельные как и санузел  👉 в приличном состоянии  с ремонтом  мебелью и бытовой техникой 👈☝️в районе с развитой инфраструктурой 👍 соседствует со школой и детским садом 👌рассмотрим варианты👉 обмена на дом или квартиры 👈,панельный,8,,,р-н Северо-Западный,43.048425,44.637941999999995
3 500 000,67 м²,,3,3 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, Краснодонская ул., 10/45",4 августа 01:05 2020,,Новый капетальный ремонт!!!! Все ком раздельный. Лоджия большая . Наличный расчет !,кирпичный,8,,,р-н Северо-Западный,43.048556,44.652055
3 000 000,58 м²,,2,2 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Зураба Магкаева, 10к5",30 июля 19:08 2020,,"Квартира в новостройке с ремонтом под ключ,детская площадка,места для авто, транспорт школы дет сады торговые центры рынки все рядом!! Только наличный расчет,без торга, подробности по телефону Вита",кирпичный,8,,,р-н Иристонский,43.035841467215,44.710452711639
2 000 000,65 м²,52 м²,2,11 из 16,,,,,"Республика Северная Осетия — Алания, Владикавказ, Владикавказская ул., 7",6 августа 08:24 2020,,Тёплая квартира в хорошем и удобном месте. Желательно сделать ремонт.,панельный,8,,,р-н Северо-Западный,43.044585999999995,44.636520000000004
1 700 000,33 м²,,1,1 из 1,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Некрасова, 5",4 августа 17:09 2020,,"Квартира в самом центре города. От проспекта пол минуты пешком. Есть выход и во двор, и на улицу. Место для парковки машины.   Идеально подойдёт как для проживания, так и для коммерческой деятельности. Новая колонка, только поменяли трубы, отопление исправно работает. Надо сделать косметический ремонт.",кирпичный,8,,,р-н Иристонский,43.031609,44.679443
1 850 000,65 м²,,3,5 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Шмулевича",30 июля 18:04 2020,,"Срочно!!!Квартира в хорошем жилом состоянии!три комнаты, раздельные,отличный район транспорт школы детсады рынки спортивные арены,парк отдыха,техникум,медакадемия,и т.д Подходит как для проживания,так и для сдачи в аренду(сдается за 1 день!)Подробно по телефону Вита Возможен обмен рассмотрим все варианты",кирпичный,8,,,р-н Иристонский,43.024597,44.699683
2 850 000,85 м²,65 м²,3,1 из 1,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Миллера, 35",4 августа 11:10 2020,,"Дом 🏠 расположен напротив Филармонии и школы , удобное место , 3 комнаты , просторный зал , гардеробная , гараж , подходит по Ипотеку, свой небольшой дворик очень тихо и уютно , потолки высокие",кирпичный,8,,,р-н Промышленный,43.036148,44.677471000000004
3 300 000,75 м²,,4,8 из 9,,,,,"Республика Северная Осетия — Алания, Владикавказ, пр-т Доватора",4 августа 15:04 2020,,"Продам четырехкомнатную квартиру с ремонтом Комнаты раздельные, санузел совмещен Окна пластиковые, полы паркет, трубы пропиленовые Чистый, ухоженный подъезд Большой, благоустроенный двор с детской площадкой Квартира находится в районе с развитой инфраструктурой В шаговой доступности школа, детский сад, супермаркет,  тц Евростиль, остановки общественного транспорта Звоните! Шорена!",кирпичный,8,,,р-н Затеречный,43.02798462,44.6530838
2 850 000,51 м²,,1,2 из 6,чистовая,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Зураба Магкаева, 6к1",5 августа 07:30 2020,,"ПРОДАЕТСЯ КВАРТИРА С КАПИТАЛЬНЫМ РЕМОНТОМ ИЗ ДОРОГОСТОЯЩИХ СТРОЙМАТЕРИАЛОВ В НОВОМ СДАННОМ, ЧАСТИЧНО ЗАСЕЛЕННОМ ДОМЕ ПО УЛ. МАГКАЕВА 6.  В КВАРТИРЕ - НОВАЯ БРОНИРОВАННАЯ ВХОДНАЯ ДВЕРЬ, ДВУХКОНТУРНЫЙ КОТЕЛ ""BUDERUS"", ИТАЛЬЯНСКИЙ ШЕЛКОВЫЕ ОБОИ С ЭФФЕКТОМ 3D, ЛАМИНАТ 34 КЛАССА, ИСПАНСКИЙ КЕРАМОГРАНИТ ""GAYAFORES"", В ВАННОЙ КОМНАТЕ - НОВЕЙШАЯ КОЛЛЕКЦИЯ ФИРМЫ ""PERONDA"", ИНСТАЛЛЯЦИЯ, ВСЯ САНТЕХНИКА ФИРМЫ ""ROCA"". КВАРТИРА ДВУСТОРОННЯЯ. ОБУСТРОЕННЫЙ ДВОР С ДЕТСКОЙ ПЛОЩАДКОЙ. ВО ДВОРЕ - МАШИНОМЕСТА ДЛЯ АВТОМОБИЛЯ.  РАЗВИТАЯ ИНФРАСТРУКТУРА - ТОРГОВЫЕ ЦЕНТРЫ, САЛОНЫ КРАСОТЫ, ДЕТСКИЕ САДЫ, ШКОЛЫ. ОТЛИЧНАЯ ТРАНСПОРТНАЯ РАЗВЯЗКА.",кирпичный,8,,,р-н Иристонский,43.03523300000001,44.708334
3 000 100,67 м²,,3,5 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, Владикавказская ул., 43",5 августа 23:38 2020,,"кухня большая,Лоджа 6#1.5. Может обмен.крыша новая,на площадке 2 квартиры",кирпичный,8,,,р-н Северо-Западный,43.049196,44.63028
3 500 000,70 м²,,3,1 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Кантемирова",3 августа 18:50 2020,,"Предлагается к продаже 3хк квартира , в центре города , район осетинской церкви . Новый, качественный  ремонт , большая лоджия в которой сделан ремонт , мебель в кухне новая ,тоже остаётся. Закрытый двор , личный подвал с полками  . Кроме ипотеки !",кирпичный,8,,,р-н Иристонский,43.018639,44.687344
2 800 000,89 м²,,4,1 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, пр-т Коста",2 августа 08:32 2020,,"Срочная продажа.Свежий косметический ремонт, большая кирпичная пристройка, узаконенная, собственное отопление, мебель при продаже остаётся.Квартира чистая.Хорошая транспортная развязка, сеть магазинов, школы и т.л.",панельный,8,,,р-н Затеречный,43.02202,44.672671
2 549 000,90 м²,,4,7 из 9,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Генерала Дзусова",4 августа 15:05 2020,,"Арт 39979190 СРОЧНО!!!! Продам 4-х комнатную квартиру по ул. Дзусова. Кирпичный дом Общая площадь 90 кв.м Этаж 7\9 Цена 2 549 000 В квартире требуется косметический ремонт. Имеется лоджия и два балкона. Комнаты просторные и светлые. Квартира очень уютная и теплая. Инфраструктура нахождения дома развитая. В непосредственной близости рынок ""Викалина"", многочисленные магазины, детский сад и школа. Транспортная развязка хорошая. Все виды городского транспорта проходят рядом. Эта квартира станет отличным вложением в будущем. ЗВОНИТЕ и мы обсудим с вами все варианты!!! Ответственная Залина К",кирпичный,8,,,р-н Северо-Западный,43.051363,44.628645
4 120 000,54 м²,,2,2 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, Весенняя ул., 50",4 августа 15:02 2020,,Продам двухкомнатную квартиру с новым капитальным ремонтом Индивидуальное отопление Кладовка в подвале Новый дом Благоустрооенный закрытый двор Ворота на пульте Место для парковки авто Звоните! Шорена!,кирпичный,8,,,р-н Северо-Западный,43.050856,44.618476
2 500 000,104 м²,,5,4 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Кутузова, 80к2",5 августа 22:18 2020,,"ПРОДАЕТСЯ КВАРТИРА В РАЙОНЕ БИНОМА!!!Квартира с большой кирпичной пристройкой !!!Ремонт косметический .Подходит под жилищный сертификат и материнский капитал .Напротив находится школа и прям во дворе детский садик .Инфраструктура развита,маршрутки едут от БИНОМА по всему городу.По всем вопросам обращайтесь с 10 00-22 00,Ирина",панельный,8,,,р-н Иристонский,43.013063,44.691247
1 500 000,56 м²,46 м²,2,2 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Черняховского, 26к6",2 августа 16:06 2020,,"Светлая квартира 2 й этаж угловая, можно сделать пристройку .Комнаты раздельные.Старый косметический ремонт , требуется ремонт и соответственно это учтено в цене !Удобная транспортная развязка.Имеется место в подвале. Просьба звонить с 11.00- 22.00",кирпичный,8,,,р-н Промышленный,43.072055999999996,44.667118
4 100 000,98.3 м²,53.1 м²,3,2 из 5,черновая,,,,"ул. Шамиля Джикаева, д. 5А",31 июля 13:45 2020,ООО Специализированный Застройщик «СТК-59» (ранее ООО «СТК-59»),"Продается квартира с улучшенной планировкой. В новом доме. В популярном и востребованном районе города! 2!ЭТАЖ! Два санузла! Распашонка! Подходит любая форма расчета. В том числе гражданская ипотека, жилищный сертификат и материнский капитал.",кирпичный,8,,,р-н Затеречный,43.02919,44.64569
1 600 000,48 м²,,1,1 из 6,,,,,"Республика Северная Осетия — Алания, Владикавказ",3 августа 19:41 2020,,"Леонова 16. Обжитый дом ( сдан 5лет назад) , закрытый двор. 1 к.кв 48м² .1этаж. Штукатурка/проводка/коммуникации. Цена 1600т.р. + есть подземный паркинг за отдельную плату 400т.р.",кирпичный,8,,,р-н Иристонский,43.024615999999995,44.681762
1 400 000,65 м²,55 м²,3,1 из 1,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Маркова, 34",3 августа 18:46 2020,,продается трёх комнатная квартира в общем дворе  не дорога,кирпичный,8,,,р-н Промышленный,43.040116,44.685122
2 700 000,49 м²,,2,3 из 12,,,,,"Республика Северная Осетия — Алания, Владикавказ, Владикавказская ул., 16",3 августа 18:16 2020,,"Продам двухкомнатную квартиру с ремонтом и мебелью, торг уместен",блочный,8,,,р-н Северо-Западный,43.046768,44.635452
5 500 000,115 м²,82 м²,4,1 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, Весенняя ул., 7к4",5 августа 19:05 2020,,"Большая ухоженная СУХАЯ картира в благоустроенном районе, в  50 метрах от дома  НОВАЯ ИННОВАЦИОННАЯ  ШКОЛА ИНТЕЛЕКТ, НОВЫЙ  Д/САДзакрытый благоустроенный двор с детской площадкой.хадзаром и парковкой,поликлиника 7 ,гипермаркет Магнит ,Ледовая арена,ФИТНЕС ЦЕНТРЫ ,АПТЕКИ,ПРОДУКТОВЫЕ МАГАЗИНЫ,ЗАЕЗД И С ХАДАРЦЕВА И  С ВЕСЕННЕЙс капитальным ремонтом, своя канализация   и  отоплениепаркет , два подвала и кладовкаКвартира без обременений. Один собственник.,вариант обмена НА 1-2 Х КОМН КВАРТИРУ С ВАШЕЙ ДОПЛАТОЙ ИЛИ СОБСТВЕННЫЙ ДОМ В ПРИГОРОДЕК заключению сделки предоставим все справки с коммунальных служб о том, что задолженности по коммунальным услугам нет.МОЖНО ИПОТЕКУ И МАТЕРИНСКИЙ КАПИТАЛ торг только с реальным покупателем",кирпичный,8,,,р-н Северо-Западный,43.034596109667994,44.633336654986
2 450 000,52 м²,,2,1 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Астана Кесаева, 21к1",3 августа 14:50 2020,,"Продается квартира с раздельными комнатами.Сан узел совмещенный.В конце комнаты большая просторная лоджия,которая служит рабочим кабинетом.Окна выходят во двор и за дом.Под окнами участок ,который может служить летним садом.Так же под лоджией хороший подвал.Возможность сделать пристройку.Во дворе дет.сад  и школа.Хорошая транспортная развязка.Развитая инфрастуктура.Рассмотрим обмен на новостройку1ком с отделкой или 2х ком.невысокие этажи.Так же рассмотрим любой вид оплаты (мат.капп.,ипотеку,сертификат)Альбина.",кирпичный,8,,,р-н Северо-Западный,43.045826,44.632637
3 900 000,65 м²,,3,3 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Ленина",4 августа 09:38 2020,,"Квартира в самом Центре города, закрытый двор. В отличном состоянии, кафельная плитка( Испания), пластиковые окна, ламинат, встроенная кухня( Италия), интернет, триколор. В шаговой доступности Детский сад, школа 3 , удобная транспортная развязка. Рассмотрим все виды оплат( Ипотека, Маткапитал, жилищные Сертификаты).",кирпичный,8,,,р-н Иристонский,43.029552,44.682579
1 700 000,47 м²,,2,5 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, Московская ул., 27к3",6 августа 10:11 2020,,"2-комнатная квартира на 5 этаже 5-ти этажного дома общей площадью 47 кв.м., комнаты  смежные, трамвайчиком 17,4 и 14 кв.м,,  кухня 5,6 кв.м, лоджия  из комнаты  2,3 кв м.,, сан,узел совмещенный, железная дверь, космет. ремонт, р-н  1-го автовокзала.",панельный,8,,,р-н Северо-Западный,43.054789,44.642846999999996
1 000 000,25 м²,,1,3 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, Московская ул., 47к1",3 августа 18:50 2020,,"Предлагается к продаже 1 к квартира  , окна и двери новые , в комнате и кухне хорошая косметика, остаётся мебель , хороший новый шкаф и диван  . Окна новые . Возможен обмен на площадь большую в разницу маткап . Район 39 школы , чистый двор и подъезд . Остановка маршрутка, трамвай  1 мин .",кирпичный,8,,,р-н Северо-Западный,43.047534999999996,44.642925
2 900 000,67 м²,,3,2 из 12,,,,,"Республика Северная Осетия — Алания, Владикавказ, Владикавказская ул., 13",4 августа 19:02 2020,,"Продам большую  3-х комнатную квартиру,в 12 этажном доме .Дом находится в отлично районе ,недалеко от кинотеатра «Терек».Рядом базар «Алан».Отличные,добрые соседи.Пол в квартире паркетный,сделан ремонт.Продам со всей мебелью.Ванна и санузел раздельные.Комнаты с разными ходами.Входные сейф двери.Окна пластиковые.Есть просторный балкон.Уютная,чистая квартира.Готова к заселению .Рассмотрю вариант обмена на 1-ую квартиру с вашей доплатой.Возможен торг.",панельный,8,,,р-н Северо-Западный,43.045282,44.635319
1 950 000,55 м²,,1,2 из 5,черновая,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Генерала Дзусова",4 августа 11:38 2020,,"Продается отличная 1 комнатная квартира  55 м2 на 2-м Этаже 5-эт по Ул. Дзусова в  жилом комплексе Новый городБольшая светлая квартираОтличная планировкаШтукатурка, медная электрическая проводкаВысокие потолки Окна во двор!Дом сдан и заселён!Застройщик - Ваниев Обустроенный двор с Детской площадкой! Рядом Чиба, ТЦ Столица, рынок Викалина, Леруа Мерлен",кирпичный,8,,,р-н Северо-Западный,43.051369,44.628646999999994
6 100 000,80 м²,,2,8 из 9,чистовая,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Академика Шегрена, 17",4 августа 13:01 2020,,"Продаю квартиру в элитном доме . Капитальный ремонт с использованием дорогих качественных строительных материалов ( натяжные потолки, хороший ламинат, качественный кафель), АГВ, теплый пол в прихожей, кухне и санузле! Хорошая планировка, просторная кухня, санузел раздельный! Вся мебель остаётся (встроенный дорогой кухонный гарнитур,мягкая мебель), качественная встроенная бытовая техника на кухне! Отличное расположение дома, центр города, развитая инфраструктура, прекрасный вид на город!",кирпичный,8,,,р-н Иристонский,43.030823,44.693024
3 250 000,81.1 м²,,2,4 из 6,черновая,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Гагкаева, 11",5 августа 16:46 2020,,"Продам квартиру в Новостройке , дом СДАН , частично заселён Выполнены работы : штукатурка стен , электро проводка , стяжка пола , пластиковые окна , 2 санузла , ж/входная дверь Комнаты раздельные , окна в обе стороны Высота потолков 2.85 метров Благоустроенный двор , детская площадка Удобное расположение",кирпичный,8,,,р-н Северо-Западный,43.05131,44.618808
3 100 000,80 м²,,3,3 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Братьев Щукиных",5 августа 15:02 2020,,Квартира улучшенной планировки с хорошим косметическим ремонтом. Детский сад и школа рядом. Хорошая транспортная развязка. Большая лоджия. Ипотека не подходит.,кирпичный,8,,,р-н Иристонский,43.032821999999996,44.699135
3 080 000,66 м²,,3,1 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Генерала Дзусова",3 августа 14:47 2020,,"Продаётся 3 комнатная квартира, по ул. Дзусова. Общая площадь 66 кв. м. Квартира расположена на 1 этаже 5 этажного кирпичного дома. Цена 3 080 000 О КВАРТИРЕ: Светлая,уютная квартира. Удобная планировка. Красивые обои. Косметический ремонт Санузел раздельный. Двери из массива. Мебель частично остается. Просторная лоджия,имеется подвал. ИНФРАСТРУКТУРА: Супермаркет "" Стэйтон"", "" Магнит"". Дет сад №17 Школа № 46 и многое другое. Транпорт проходит рядом. Ответственные - Мадина и Анжела. арт.41466669",кирпичный,8,,,р-н Северо-Западный,43.051363,44.628645
2 250 000,66 м²,,2,2 из 5,черновая,,,,"ул. Весенняя, д. 39А",4 августа 12:15 2020,ООО «ИрафТрансСтрой»,"Действует рассрочка без переплаты на 10 мес!!!Первый взнос от 500тр.Рассмотрим материнский капитал.Дом сдается весной следующего года.В квартире будет штукатурка, пластиковые окна, проводка, входная дверь, коммуникации.Рядом школы, детсады, магазины.Все интересующие вопросы по телефону! Звоните!",кирпичный,9,,,р-н Северо-Западный,43.048320000000004,44.6177
1 330 000,34 м²,,1,1 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Генерала Дзусова, 3А",31 июля 14:56 2020,,"Продам квартиру с капитальный ремонтом.На площадке четыре квартиры,имеется кладовая.Мебель и бытовая техника остаются за дополнительную плату (60 тыс рублей).Небольшой торг возможен.Балкона нет.",кирпичный,9,,,р-н Северо-Западный,43.054354,44.633505
1 400 000,31 м²,,1,1 из 2,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Джанаева",4 августа 15:21 2020,,"Продаётся 1 комнатная квартира по Ул.Джанаева на  1 этаже  2 этажного кирпичного дома (общий двор),площадь 31 кв.м ,все удобства, индивидуальное  отопление  ,сарай 14 кв.м.",кирпичный,9,,,р-н Иристонский,43.032294493679,44.678256111152
2 650 000,50 м²,,1,4 из 5,черновая,,,,"ул. Шамиля Джикаева, д. 5",4 августа 14:31 2020,ООО «АСК-12»,"Продается 1 ком. кв. площь 50 кв. м. в одном из лучших районов города. В ремонте использовались лучшие материалы входная дверь ""Профессор"" Стоимостью 85 000 рублей и т. д..., стены подготовлены под венецианку. Закрытый двор, под видео наблюдением, в районе новый садик и школа, дороги, магазины. Торг уместен!",кирпичный,9,,,р-н Затеречный,43.029209710405,44.646851559524
2 100 000,56.8 м²,41.6 м²,3,4 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Павленко",5 августа 19:41 2020,,"Квартира без ремонта,есть балкон пл.3 кв.м. и лоджия пл. 6 кв.м.",кирпичный,9,,,р-н Иристонский,43.017998,44.690059999999995
8 200 000,261 м²,,5,7 из 8,черновая,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. С. Мамсурова, 1к1",5 августа 16:59 2020,,"СРОЧНО  2-Х УРОВНЕВАЯ КВАРТИРА НА НАБЕРЕЖНОЙ! ЦЕНТР ГОРОДА! ЭЛИТНЫЙ ДОМ. ЗАКРЫТЫЙ, ОХРАНЯЕМЫЙ ДВОР, ПОДЗЕМНАЯ ПАРКОВКА,  2 УРОВНЯ -1 - ЗАЛ, КУХНЯ С ВЫХОДОМ НА ТЕРАССУ , 2 САНУЗЛА, СПАЛЬНЯ С ВЫХОДОМ НА ЛОДЖИЮ. 2 УРОВЕНЬ - 3 СПАЛЬНИ, БАЛКОН, САНУЗЕЛ. РАССМАТРИВАЕТСЯ ОБМЕН НА КВАРТИРУ МЕНЬШЕЙ ПЛОЩАДИ КАК С РЕМОНТОМ, ТАК И БЕЗ. ПРОДАЖА ОЧЕНЬ СРОЧНАЯ !!!",кирпичный,9,,,р-н Затеречный,43.018889,44.678789
